lsa_0,lsa_1,rating,year,month,day_of_week,location_freq,title_len,body_len,word_count,cluster_kmeans,cluster_dbscan,cluster_hac,is_helpful
0.11653275199190515,-0.09229495883116579,3,2026,3,1,1190,46,1271,111,4,-1,0,1
0.16543491216445189,-0.11658872912878403,5,2026,3,4,1190,53,1295,112,0,10,0,1
0.2557124289403439,-0.051307941249644974,5,2026,4,1,1190,40,783,83,2,-1,2,1
0.26845226024175967,-0.13220243205866783,5,2026,4,5,1190,46,1137,94,0,-1,2,1
0.27151297605893226,-0.12981851707330244,4,2026,4,4,1190,47,1051,101,0,-1,2,1
0.38260333007268144,0.061654260636492694,5,2026,4,0,1190,29,265,25,3,-1,3,1
0.2506038460482435,-0.004047705664398751,5,2026,3,4,1190,38,1246,114,2,-1,2,1
0.20271001923192705,-0.10239903883784912,5,2026,4,0,1190,14,1438,117,2,3,2,1
0.18729491571443355,-0.0751556819082937,5,2026,2,5,1190,37,1030,90,2,-1,0,1
0.22407941261758316,0.02300389283901484,5,2026,4,4,24,14,131,16,1,-1,4,0
0.24192004744942036,-0.06251794421774905,5,2026,1,6,43,11,824,79,2,-1,2,0
0.012689534696891602,0.004876891960715725,5,2025,7,3,3,11,56,11,4,-1,0,0
0.28432781653878425,-0.07421500968604353,5,2026,4,0,1190,67,504,53,2,-1,2,1
0.19970503959213057,-0.02041190580837648,5,2025,7,6,1190,57,1202,95,2,17,4,1
0.2634371951540525,-0.11495655033990002,5,2025,11,1,1190,72,1516,144,2,-1,2,1
0.2603316493180961,-0.1139121191588035,5,2026,4,2,1190,16,1461,133,2,-1,2,1
0.20640061622569386,-0.06594369226766214,4,2026,4,5,1190,17,802,72,2,-1,0,1
0.22406080006464266,-0.04949225002202513,5,2026,4,2,1190,51,646,62,2,-1,0,1
0.2904554516922413,-0.08976820298041925,5,2026,1,0,1190,60,1912,154,2,-1,2,1
0.2489367035238861,-0.0693452400280236,5,2026,2,5,1190,26,1802,150,2,-1,2,1
0.24507913160381242,-0.0863996102520448,5,2026,1,3,18,36,749,77,2,-1,2,0
0.1477135825264056,-0.06781846204887228,5,2025,7,1,24,62,272,31,4,-1,0,0
0.1631027480075381,-0.09400842598826659,5,2026,4,1,1190,64,568,67,2,-1,0,1
0.12485467776301791,-0.03459353213032021,5,2026,4,1,1190,29,1022,94,4,-1,0,1
0.11569922184084223,-0.05180946171616454,5,2026,4,5,1190,33,720,65,4,2,0,1
0.12324870562749328,-0.049241606464544625,4,2026,2,6,1190,19,260,22,4,2,0,0
0.17832295497464942,-0.06029376967933361,5,2025,12,3,1190,35,1511,136,2,-1,0,1
0.12568543658979592,-0.06396201479050621,5,2026,4,5,1190,19,120,15,4,-1,0,0
0.13186111927641722,-0.08047140124111068,5,2026,4,5,1190,22,443,50,4,-1,0,0
